Freq_Hz,EpsReal_mean,EpsReal_std,TanDelta_mean,TanDelta_std
50000000000,2.74028843102513,0.0078647551583447,0.00580701555056736,3.10615604689038e-05
50050000000,2.74040124404126,0.00787127677796808,0.0058069892573229,3.10602246735854e-05
50100000000,2.74051399274099,0.00787779256057209,0.00580696321331568,3.10588197534504e-05
50150000000,2.74062667712436,0.00788430237921849,0.00580693742197684,3.10573453678664e-05
50200000000,2.74073929719134,0.00789080610771435,0.00580691188671657,3.10558011783697e-05
50250000000,2.74085185294195,0.00789730362062584,0.00580688661092417,3.10541868485601e-05
50300000000,2.74096434437617,0.00790379479326842,0.00580686159796794,3.10525020441979e-05
50350000000,2.74107677149401,0.00791027950169852,0.00580683685119512,3.10507464331907e-05
50400000000,2.74118913429548,0.00791675762271975,0.00580681237393185,3.1048919685564e-05
50450000000,2.74130143278057,0.007923229033852,0.00580678816948309,3.10470214735615e-05
50500000000,2.74141366694928,0.00792969361336361,0.00580676424113256,3.1045051471546e-05
50550000000,2.7415258368016,0.00793615124026029,0.0058067405921427,3.10430093561091e-05
50600000000,2.74163794233755,0.0079426017942471,0.00580671722575461,3.10408948060287e-05
50650000000,2.74174998355712,0.00794904515576351,0.005806694145188,3.10387075022728e-05
50700000000,2.74186196046032,0.00795548120596649,0.00580667135364109,3.10364471280337e-05
50750000000,2.74197387304713,0.00796190982671544,0.0058066488542906,3.10341133687532e-05
50800000000,2.74208572131756,0.00796833090058377,0.0058066266502917,3.10317059120953e-05
50850000000,2.74219750527161,0.0079747443108616,0.00580660474477792,3.10292244479742e-05
50900000000,2.74230922490929,0.00798114994150678,0.0058065831408611,3.10266686685883e-05
50950000000,2.74242088023058,0.00798754767720693,0.00580656184163139,3.10240382683783e-05
51000000000,2.7425324712355,0.00799393740332253,0.00580654085015712,3.10213329440956e-05
51050000000,2.74264399792404,0.00800031900591601,0.00580652016948479,3.10185523947902e-05
51100000000,2.74275546029619,0.00800669237171087,0.00580649980263901,3.10156963217758e-05
51150000000,2.74286685835197,0.0080130573881354,0.00580647975262248,3.10127644287253e-05
51200000000,2.74297819209137,0.00801941394329199,0.00580646002241586,3.10097564216484e-05
51250000000,2.74308946151439,0.00802576192593638,0.00580644061497782,3.10066720088515e-05
51300000000,2.74320066662103,0.0080321012255201,0.00580642153324489,3.10035109010333e-05
51350000000,2.74331180741129,0.00803843173213852,0.00580640278013151,3.10002728112285e-05
51400000000,2.74342288388518,0.00804475333655442,0.00580638435852989,3.09969574548787e-05
51450000000,2.74353389604268,0.00805106593019586,0.00580636627131004,3.09935645497698e-05
51500000000,2.7436448438838,0.00805736940513637,0.00580634852131964,3.09900938160868e-05
51550000000,2.74375572740855,0.00806366365410138,0.0058063311113841,3.09865449764777e-05
51600000000,2.74386654661692,0.00806994857046408,0.0058063140443064,3.09829177559489e-05
51650000000,2.7439773015089,0.00807622404823445,0.00580629732286711,3.09792118819442e-05
51700000000,2.74408799208451,0.00808248998207375,0.00580628094982435,3.09754270843882e-05
51750000000,2.74419861834374,0.00808874626726758,0.00580626492791372,3.09715630956133e-05
51800000000,2.74430918028659,0.00809499279973773,0.00580624925984825,3.09676196504489e-05
51850000000,2.74441967791306,0.00810122947603186,0.00580623394831837,3.09635964861762e-05
51900000000,2.74453011122315,0.0081074561933208,0.00580621899599188,3.09594933425733e-05
51950000000,2.74464048021686,0.0081136728493937,0.00580620440551387,3.09553099619193e-05
52000000000,2.74475078489419,0.00811987934266144,0.00580619017950675,3.09510460890195e-05
52050000000,2.74486102525515,0.00812607557215424,0.0058061763205701,3.0946701471161e-05
52100000000,2.74497120129972,0.00813226143748976,0.00580616283128073,3.09422758581909e-05
52150000000,2.74508131302792,0.00813843683891976,0.00580614971419258,3.0937769002483e-05
52200000000,2.74519136043973,0.00814460167727014,0.0058061369718367,3.0933180659012e-05
52250000000,2.74530134353517,0.00815075585399604,0.00580612460672123,3.09285105852611e-05
